14-mar-2019,,,,,,,,,,,,,,,
iShares Floating Rate Bond ETF,,,,,,,,,,,,,,,
Inception Date,14-jun-2011,,,,,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,,,,,
Total Net Assets,"USD 10,535,607,458.24",,,,,,,,,,,,,,
Number of Securities,707.00,,,,,,,,,,,,,,
Share,"207,400,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Nombre,Clase de activo,Peso (%),Precio,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Cupón (%),Plazo,YTM (%),Yield to Call (%),Yield to Worst (%),Duración,Par Value
CAMPBELL SOUP COMPANY,Fixed Income,0.12,99.66,"12,113,222.80","12,113,222.80",Consumo no cíclico,--,US134429BB48,3.29,16-mar-2020,3.53,--,3.53,0.26,"12,059,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.11,100.24,"12,108,225.82","12,108,225.82",Consumo cíclico,BD9NGD5,US89236TDJ16,3.22,18-oct-2019,2.72,--,2.72,0.10,"12,020,000.00"
BANK OF NOVA SCOTIA,Fixed Income,0.11,100.40,"12,079,880.22","12,079,880.22",Banca,BD069T0,US064159JD92,3.22,05-dic-2019,2.72,--,2.72,0.23,"12,022,000.00"
CATERPILLAR FINANCIAL SERVICES COR MTN,Fixed Income,0.11,99.84,"12,052,236.41","12,052,236.41",Bienes de Capital,BYVTR46,US14913Q2H12,3.02,15-mar-2021,2.98,--,2.98,0.26,"11,984,000.00"
JOHN DEERE CAPITAL CORP MTN,Fixed Income,0.11,99.86,"12,045,522.23","12,045,522.23",Bienes de Capital,BZ1HM53,US24422EUG24,3.16,07-jun-2023,3.26,--,3.26,0.23,"12,055,000.00"
WELLS FARGO BANK NA,Fixed Income,0.11,100.15,"12,038,151.82","12,038,151.82",Banca,--,US94988J5U79,3.27,22-oct-2021,3.13,--,3.12,0.11,"11,965,000.00"
DISCOVERY COMMUNICATIONS LLC,Fixed Income,0.11,100.15,"12,032,787.42","12,032,787.42",Comunicaciones,BZ1M430,US25470DAP42,3.50,20-sep-2019,3.13,--,3.13,0.02,"11,918,000.00"
SUMITOMO MITSUI FINANCIAL GROUP IN,Fixed Income,0.11,99.73,"12,008,474.33","12,008,474.33",Banca,BFWJ968,US86562MAW01,3.51,17-ene-2023,3.50,--,3.50,0.09,"11,975,000.00"
WELLS FARGO & COMPANY MTN,Fixed Income,0.11,101.08,"11,994,879.66","11,994,879.66",Banca,BZ5ZDK5,US94974BGS34,3.62,07-dic-2020,3.04,--,3.04,0.24,"11,858,000.00"
NEW YORK LIFE GLOBAL FUNDING 144A,Fixed Income,0.11,100.03,"11,936,735.21","11,936,735.21",Seguro,BF7JB34,US64952WCY75,2.86,21-ene-2020,2.75,--,2.75,0.11,"11,885,000.00"
COMMONWEALTH BANK OF AUSTRALIA MTN 144A,Fixed Income,0.11,100.21,"11,928,066.91","11,928,066.91",Banca,BDZRNB8,US2027A0JS96,3.48,18-sep-2022,3.30,--,3.30,0.27,"11,805,000.00"
NATIONAL AUSTRALIA BANK LIMITED 144A,Fixed Income,0.11,100.47,"11,912,751.87","11,912,751.87",Banca,BZ127F3,US6325C0DQ11,3.38,22-may-2022,3.42,--,3.42,0.20,"11,835,000.00"
BANQUE FEDERATIVE DU CREDIT MUTUEL 144A,Fixed Income,0.11,100.17,"11,897,603.59","11,897,603.59",Banca,--,US06675FAQ00,3.72,20-jul-2023,3.60,--,3.60,0.12,"11,815,000.00"
ZIMMER BIOMET HOLDINGS INC,Fixed Income,0.11,99.64,"11,886,080.30","11,886,080.30",Consumo no cíclico,BD5GPH5,US98956PAP71,3.55,19-mar-2021,3.62,--,3.62,0.01,"11,830,000.00"
APPLE INC,Fixed Income,0.11,100.12,"11,871,910.08","11,871,910.08",Tecnologia,BF2JH53,US037833CT59,2.77,11-may-2020,2.64,--,2.64,0.16,"11,830,000.00"
COOPERATIEVE RABOBANK UA (NEW YORK,Fixed Income,0.11,100.77,"11,863,589.11","11,863,589.11",Banca,BDGV0P2,US21688AAK88,3.61,10-ene-2022,3.23,--,3.23,0.09,"11,700,000.00"
EXPRESS SCRIPTS HOLDING CO,Fixed Income,0.11,99.87,"11,825,402.16","11,825,402.16",Consumo no cíclico,BF2RB66,US30219GAS75,3.38,30-nov-2020,3.51,--,3.51,0.21,"11,825,000.00"
EBAY INC.,Fixed Income,0.11,100.07,"11,786,199.23","11,786,199.23",Consumo cíclico,--,US278642AJ21,3.22,01-ago-2019,3.01,--,3.01,0.13,"11,735,000.00"
AMERICAN EXPRESS CO,Fixed Income,0.11,99.84,"11,770,968.28","11,770,968.28",Banca,BDFBR41,US025816BN86,3.35,01-ago-2022,3.34,--,3.34,0.13,"11,745,000.00"
JOHN DEERE CAPITAL CORP MTN,Fixed Income,0.11,99.86,"11,765,364.42","11,765,364.42",Bienes de Capital,--,US24422EUC10,2.84,12-mar-2021,2.97,--,2.97,0.24,"11,780,000.00"
AVALONBAY COMMUNITIES INC MTN,Fixed Income,0.11,99.25,"11,637,977.37","11,637,977.37",FIBRAS,--,US05348EBD04,3.22,15-ene-2021,3.54,--,3.54,0.08,"11,665,000.00"
EXPORT-IMPORT BANK OF KOREA,Fixed Income,0.11,100.49,"11,620,203.05","11,620,203.05",Propiedad sin garantía,BF3T1D8,US302154CU14,3.40,01-jun-2023,3.33,--,3.33,0.23,"11,550,000.00"
CAPITAL ONE NA,Fixed Income,0.11,100.20,"11,593,875.87","11,593,875.87",Banca,BD37K20,US14042RBU41,3.37,13-sep-2019,3.03,--,2.92,0.25,"11,570,000.00"
HOME DEPOT INC,Fixed Income,0.11,100.00,"11,436,967.44","11,436,967.44",Consumo cíclico,BDGLXR5,US437076BR27,2.75,05-jun-2020,2.81,--,2.81,0.23,"11,429,000.00"
STATE STREET CORP,Fixed Income,0.11,100.98,"11,419,739.38","11,419,739.38",Banca,BYX0HW5,US857477AR48,3.58,18-ago-2020,2.88,--,2.88,0.19,"11,283,000.00"
GENERAL DYNAMICS CORPORATION,Fixed Income,0.11,100.16,"11,416,982.42","11,416,982.42",Bienes de Capital,BG5L0R6,US369550BB33,2.99,11-may-2020,2.83,--,2.83,0.16,"11,370,000.00"
SHELL INTERNATIONAL FINANCE BV,Fixed Income,0.11,99.80,"11,406,014.13","11,406,014.13",Energía,--,US822582CA82,3.09,13-nov-2023,3.12,--,3.12,0.16,"11,400,000.00"
NEW YORK LIFE GLOBAL FUNDING MTN 144A,Fixed Income,0.11,100.04,"11,340,120.37","11,340,120.37",Seguro,BG5JWH4,US64952WDB63,2.96,01-oct-2020,2.81,--,2.81,0.05,"11,270,000.00"
UNITED PARCEL SERVICE INC,Fixed Income,0.11,99.77,"11,335,142.43","11,335,142.43",Transporte,BF1Q6N6,US911312BH84,2.95,01-abr-2021,2.94,--,2.94,0.05,"11,295,000.00"
UNITEDHEALTH GROUP INC,Fixed Income,0.11,99.63,"11,321,132.06","11,321,132.06",Seguro,--,US91324PDG46,3.05,15-jun-2021,3.10,--,3.10,0.25,"11,280,000.00"
BRANCH BANKING AND TRUST COMPANY,Fixed Income,0.11,99.89,"11,304,409.53","11,304,409.53",Banca,BFB3VW1,US07330NAS45,2.85,01-jun-2020,2.98,--,2.98,0.22,"11,305,000.00"
NISSAN MOTOR ACCEPTANCE CORP MTN 144A,Fixed Income,0.11,99.13,"11,297,011.60","11,297,011.60",Consumo cíclico,BYW0MG5,US654740AW92,3.69,13-ene-2022,3.91,--,3.91,0.08,"11,327,000.00"
AT&T INC,Fixed Income,0.11,100.37,"11,270,280.51","11,270,280.51",Comunicaciones,BF4T9M2,US00206RFZ01,3.38,01-jun-2021,3.25,--,3.25,0.23,"11,215,000.00"
COOPERATIEVE RABOBANK UA (NEW YORK,Fixed Income,0.11,100.17,"11,253,150.07","11,253,150.07",Banca,BD1MLC4,US21688AAP75,3.19,26-abr-2021,3.03,--,3.03,0.12,"11,190,000.00"
CAPITAL ONE FINANCIAL CORPORATION,Fixed Income,0.11,100.41,"11,202,557.47","11,202,557.47",Banca,BF35NN0,US14040HBQ74,3.46,12-may-2020,3.09,--,3.07,0.17,"11,125,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.11,99.95,"11,167,179.28","11,167,179.28",Consumo cíclico,BYXGYT9,US345397YC16,3.53,12-ago-2019,3.66,--,3.66,0.16,"11,140,000.00"
CHEVRON CORP,Fixed Income,0.11,100.68,"11,134,903.20","11,134,903.20",Energía,BW9PHN1,US166764AU41,3.15,03-mar-2022,2.96,--,2.96,0.23,"11,050,000.00"
DEUTSCHE TELEKOM INTERNATIONAL FIN 144A,Fixed Income,0.10,100.22,"11,051,468.29","11,051,468.29",Comunicaciones,BD8PXK8,US25156PAX15,3.35,17-ene-2020,3.01,--,3.01,0.09,"10,970,000.00"
ATHENE GLOBAL FUNDING MTN 144A,Fixed Income,0.10,100.80,"11,048,612.42","11,048,612.42",Seguro,BF5CP00,US04685A2F71,4.04,01-jul-2022,3.66,--,3.66,0.07,"10,876,000.00"
BERKSHIRE HATHAWAY FINANCE CORP,Fixed Income,0.10,100.23,"11,008,764.50","11,008,764.50",Seguro,--,US084664CN93,3.10,10-ene-2020,2.72,--,2.72,0.07,"10,924,000.00"
SINOPEC GROUP OVERSEAS DEVELOPMENT 144A,Fixed Income,0.10,100.00,"11,000,786.78","11,000,786.78",Propiedad sin garantía,BLDZCQ8,US82937WAD74,3.70,10-abr-2019,3.68,--,3.68,0.07,"10,930,000.00"
WESTPAC BANKING CORP,Fixed Income,0.10,100.29,"10,884,203.90","10,884,203.90",Banca,BDZWX13,US961214DL49,3.04,06-mar-2020,2.78,--,2.78,0.23,"10,845,000.00"
AIA GROUP LTD 144A,Fixed Income,0.10,100.01,"10,874,032.52","10,874,032.52",Seguro,--,US00131LAG05,3.31,20-sep-2021,3.20,--,3.20,0.02,"10,790,000.00"
HEWLETT PACKARD ENTERPRISE CO,Fixed Income,0.10,99.57,"10,850,323.16","10,850,323.16",Tecnologia,--,US42824CBB46,3.52,05-oct-2021,3.58,--,3.58,0.06,"10,827,000.00"
NISSAN MOTOR ACCEPTANCE CORP MTN 144A,Fixed Income,0.10,97.91,"10,836,614.16","10,836,614.16",Consumo cíclico,--,US654740BA63,3.45,13-jul-2022,4.01,--,4.01,0.06,"11,005,000.00"
EXXON MOBIL CORP,Fixed Income,0.10,100.00,"10,790,086.82","10,790,086.82",Energía,BKWPDP8,US30231GAE26,2.94,15-mar-2019,2.61,--,2.61,0.04,"10,714,000.00"
AMERICAN EXPRESS CREDIT CORPORATIO,Fixed Income,0.10,101.03,"10,779,104.08","10,779,104.08",Banca,BYMYN97,US0258M0DY27,3.64,14-sep-2020,3.02,--,3.02,0.26,"10,669,000.00"
CITIGROUP INC,Fixed Income,0.10,101.39,"10,765,560.02","10,765,560.02",Banca,BYRPBL3,US172967KC44,4.07,26-oct-2020,3.13,--,3.13,0.13,"10,565,000.00"
WALT DISNEY CO MTN,Fixed Income,0.10,100.11,"10,692,862.29","10,692,862.29",Comunicaciones,BZ4CYV5,US25468PDT03,2.79,05-jun-2020,2.76,--,2.76,0.23,"10,674,000.00"
AUSTRALIA AND NEW ZEALAND BANKING 144A,Fixed Income,0.10,101.22,"10,626,189.17","10,626,189.17",Banca,BYQ6F26,US05252ACL35,3.62,01-jun-2021,3.10,--,3.10,0.23,"10,485,000.00"
KRAFT HEINZ FOODS CO,Fixed Income,0.10,100.04,"10,621,551.47","10,621,551.47",Consumo no cíclico,BF4MSL3,US50077LAN64,3.12,09-ago-2019,3.02,--,3.02,0.15,"10,589,000.00"
BOC AVIATION LTD RegS,Fixed Income,0.10,99.96,"10,584,644.73","10,584,644.73",Propiedad sin garantía,--,US09681MAH16,3.95,26-sep-2023,3.83,--,3.82,0.04,"10,500,000.00"
IBM CREDIT LLC,Fixed Income,0.10,100.34,"10,578,807.81","10,578,807.81",Tecnologia,--,US44932HAJ23,3.10,30-nov-2020,2.94,--,2.94,0.22,"10,530,000.00"
APPLE INC,Fixed Income,0.10,100.07,"10,538,926.24","10,538,926.24",Tecnologia,--,US037833CA68,2.88,02-ago-2019,2.63,--,2.63,0.14,"10,500,000.00"
JOHN DEERE CAPITAL CORP MTN,Fixed Income,0.10,100.12,"10,514,371.86","10,514,371.86",Bienes de Capital,BDGGZW9,US24422ETR08,3.11,22-jun-2020,2.88,--,2.88,0.02,"10,430,000.00"
ASIAN DEVELOPMENT BANK,Fixed Income,0.10,100.02,"10,495,328.64","10,495,328.64",Supranacional,BNLPLK1,US045167CP60,2.82,25-jun-2019,2.64,--,2.64,0.03,"10,430,000.00"
GENERAL MOTORS FINANCIAL CO INC,Fixed Income,0.10,97.02,"10,476,886.14","10,476,886.14",Consumo cíclico,BYWNR03,US37045XCE40,3.79,05-ene-2023,4.54,--,4.54,0.02,"10,722,000.00"
NISSAN MOTOR ACCEPTANCE CORP 144A,Fixed Income,0.10,98.91,"10,448,498.66","10,448,498.66",Consumo cíclico,--,US654740BN84,3.42,21-sep-2021,3.77,--,3.77,0.01,"10,480,000.00"
TORONTO-DOMINION BANK/THE MTN,Fixed Income,0.10,100.26,"10,434,160.56","10,434,160.56",Banca,--,US89114QC302,3.03,11-jun-2021,2.98,--,2.98,0.25,"10,405,000.00"
COMMONWEALTH BANK OF AUSTRALIA MTN 144A,Fixed Income,0.10,100.00,"10,431,402.74","10,431,402.74",Banca,--,US2027A0HS15,3.85,15-mar-2019,2.91,--,2.91,0.04,"10,335,000.00"
NISSAN MOTOR ACCEPTANCE CORP MTN 144A,Fixed Income,0.10,99.58,"10,396,039.68","10,396,039.68",Consumo cíclico,--,US654740AY58,3.19,13-jul-2020,3.40,--,3.40,0.09,"10,385,000.00"
NEDERLANDSE WATERSCHAPSBANK NV MTN 144A,Fixed Income,0.10,100.03,"10,356,090.36","10,356,090.36",Propiedad sin garantía,--,US63983TBJ34,2.68,24-feb-2020,2.68,--,2.68,0.19,"10,340,000.00"
HOME DEPOT INC,Fixed Income,0.10,99.86,"10,351,585.64","10,351,585.64",Consumo cíclico,--,US437076BU55,2.94,01-mar-2022,3.02,--,3.02,0.22,"10,355,000.00"
AUSTRALIA & NEW ZEALAND BANKING GR MTN 144A,Fixed Income,0.10,100.05,"10,327,099.52","10,327,099.52",Banca,BYWQ6C7,US05252ACY55,3.02,09-nov-2020,2.97,--,2.97,0.15,"10,295,000.00"
FIFTH THIRD BANK,Fixed Income,0.10,99.83,"10,295,921.27","10,295,921.27",Banca,--,US31677QBP37,3.20,26-jul-2021,3.19,--,3.19,0.12,"10,270,000.00"
BARCLAYS PLC 6NC5 FRN,Fixed Income,0.10,97.79,"10,295,100.15","10,295,100.15",Banca,--,US06738EBC84,4.06,16-may-2024,4.56,--,4.56,0.13,"10,500,000.00"
ASTRAZENECA PLC,Fixed Income,0.10,99.36,"10,285,466.58","10,285,466.58",Consumo no cíclico,--,US046353AS79,3.35,17-ago-2023,3.50,--,3.50,0.17,"10,330,000.00"
MITSUBISHI UFJ FINANCIAL GROUP INC,Fixed Income,0.10,100.16,"10,265,091.50","10,265,091.50",Banca,--,US606822AX27,3.41,26-jul-2021,3.26,--,3.26,0.12,"10,205,000.00"
TYSON FOODS INC,Fixed Income,0.10,99.96,"10,257,762.76","10,257,762.76",Consumo no cíclico,BF6SRW3,US902494BA07,3.08,30-may-2019,3.28,--,3.28,0.21,"10,250,000.00"
AMERICAN HONDA FINANCE CORPORATION MTN,Fixed Income,0.10,100.11,"10,255,323.95","10,255,323.95",Consumo cíclico,BDBSD93,US02665WBS98,3.03,20-jul-2020,2.86,--,2.86,0.11,"10,200,000.00"
EXPORT-IMPORT BANK OF KOREA,Fixed Income,0.10,100.09,"10,174,535.82","10,174,535.82",Propiedad sin garantía,BZ01LZ9,US302154CA59,3.35,26-may-2019,2.97,--,2.97,0.20,"10,150,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.10,100.52,"10,132,399.96","10,132,399.96",Consumo cíclico,--,US89236TFR14,3.34,08-ene-2021,2.93,--,2.93,0.07,"10,020,000.00"
CITIZENS BANK NA/ PROVIDENCE RI MTN,Fixed Income,0.10,100.08,"10,111,721.61","10,111,721.61",Banca,BDZV3Y3,US17401QAH48,3.16,02-mar-2020,3.12,--,3.11,0.22,"10,095,000.00"
INTERNATIONAL BANK FOR RECONSTRUCT,Fixed Income,0.10,100.00,"10,105,366.54","10,105,366.54",Supranacional,BF6SRT0,US45905UK780,2.64,19-jul-2019,2.58,--,2.58,0.11,"10,068,000.00"
CITIGROUP INC,Fixed Income,0.10,100.25,"10,038,078.41","10,038,078.41",Banca,--,US172967MA69,3.65,01-jun-2024,3.66,--,3.64,0.23,"10,000,000.00"
KEYBANK NATIONAL ASSOCIATION,Fixed Income,0.10,99.99,"10,037,679.51","10,037,679.51",Banca,--,US49327M2Y95,3.40,01-feb-2022,3.35,--,3.35,0.13,"10,000,000.00"
TYSON FOODS INC,Fixed Income,0.09,99.77,"9,984,837.46","9,984,837.46",Consumo no cíclico,--,US902494BE29,3.09,21-ago-2020,3.29,--,3.29,0.18,"9,990,000.00"
JPMORGAN CHASE & CO,Fixed Income,0.09,99.03,"9,951,944.17","9,951,944.17",Banca,BZ1MKT8,US46647PAQ90,3.50,23-abr-2024,3.62,--,3.62,0.10,"10,000,000.00"
NATIONAL AUSTRALIA BANK LIMITED 144A,Fixed Income,0.09,99.75,"9,940,891.52","9,940,891.52",Banca,BF7PBW1,US6325C0DU23,3.40,12-abr-2023,3.34,--,3.34,0.08,"9,910,000.00"
NATIONAL AUSTRALIA BANK LIMITED MTN 144A,Fixed Income,0.09,101.29,"9,839,437.17","9,839,437.17",Banca,BF0SKH5,US6325C0DF55,3.80,12-jul-2021,3.11,--,3.11,0.10,"9,655,000.00"
BANK OF MONTREAL MTN,Fixed Income,0.09,100.09,"9,804,254.30","9,804,254.30",Banca,--,US06367TG467,3.23,11-sep-2022,3.28,--,3.28,0.25,"9,793,000.00"
ZOETIS INC,Fixed Income,0.09,99.14,"9,803,421.33","9,803,421.33",Consumo no cíclico,--,US98978VAR42,3.08,20-ago-2021,3.49,--,3.49,0.18,"9,870,000.00"
METROPOLITAN LIFE GLOBAL FUNDING I 144A,Fixed Income,0.09,99.90,"9,788,733.99","9,788,733.99",Seguro,--,US59217GCM96,3.03,08-ene-2021,2.97,--,2.97,0.07,"9,745,000.00"
KOMMUNALBANKEN AS 144A,Fixed Income,0.09,100.04,"9,772,987.49","9,772,987.49",Propiedad sin garantía,--,US50048MBQ24,2.87,02-may-2019,2.59,--,2.59,0.13,"9,740,000.00"
CITIBANK NA,Fixed Income,0.09,100.11,"9,721,183.73","9,721,183.73",Banca,BF3FX52,US17325FAG37,3.06,18-sep-2019,2.73,--,2.73,0.26,"9,640,000.00"
MARTIN MARIETTA MATERIALS INC,Fixed Income,0.09,99.63,"9,718,732.91","9,718,732.91",Bienes de Capital,BYVZ7N3,US573284AS50,3.29,20-dic-2019,3.68,--,3.68,0.02,"9,680,000.00"
DEUTSCHE BANK AG (NEW YORK BRANCH),Fixed Income,0.09,98.50,"9,714,349.08","9,714,349.08",Banca,--,US25160PAD96,4.03,04-feb-2021,4.85,--,4.85,0.14,"9,820,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.09,100.00,"9,697,203.08","9,697,203.08",Consumo cíclico,BWZMM86,US345397WX70,3.67,04-nov-2019,3.65,--,3.65,0.15,"9,660,000.00"
NATIONAL AUSTRALIA BANK LIMITED 144A,Fixed Income,0.09,100.25,"9,679,612.84","9,679,612.84",Banca,BDRNW39,US6325C0DV06,3.37,20-sep-2021,3.16,--,3.16,0.02,"9,580,000.00"
BARCLAYS BANK PLC MTN,Fixed Income,0.09,99.99,"9,645,617.77","9,645,617.77",Banca,--,US06744CFV81,3.39,07-ago-2020,3.35,--,3.35,0.15,"9,615,000.00"
BAT CAPITAL CORP,Fixed Income,0.09,99.71,"9,625,565.83","9,625,565.83",Consumo no cíclico,BG5QTT6,US05526DAT28,3.28,14-ago-2020,3.49,--,3.49,0.17,"9,629,000.00"
CAPITAL ONE FINANCIAL CORPORATION,Fixed Income,0.09,100.10,"9,565,532.44","9,565,532.44",Banca,BD6JBY2,US14040HBS31,3.20,30-oct-2020,3.07,--,3.06,0.13,"9,520,000.00"
ING BANK NV MTN 144A,Fixed Income,0.09,100.01,"9,564,392.01","9,564,392.01",Banca,BYZHM41,US44987CAK45,3.95,22-mar-2019,2.80,--,2.80,0.06,"9,480,000.00"
BANK OF AMERICA CORP,Fixed Income,0.09,101.22,"9,452,522.97","9,452,522.97",Banca,BD0DT46,US06051GFY08,3.94,21-oct-2022,3.51,--,3.38,0.13,"9,287,000.00"
BANK OF NEW YORK MELLON CORP/THE MTN,Fixed Income,0.09,101.08,"9,406,725.38","9,406,725.38",Banca,BYTYVH4,US06406HDE62,3.55,17-ago-2020,2.78,--,2.78,0.18,"9,285,000.00"
DANSKE BANK A/S 144A,Fixed Income,0.09,99.75,"9,404,250.62","9,404,250.62",Banca,--,US23636AAL52,3.13,02-mar-2020,3.44,--,3.44,0.22,"9,420,000.00"
CANADIAN IMPERIAL BANK OF COMMERCE,Fixed Income,0.09,100.11,"9,374,710.52","9,374,710.52",Banca,--,US136069VY47,3.11,05-oct-2020,2.91,--,2.91,0.06,"9,311,000.00"
CONSTELLATION BRANDS INC,Fixed Income,0.09,99.78,"9,220,837.42","9,220,837.42",Consumo no cíclico,BFLXZT6,US21036PBA57,3.38,15-nov-2021,3.47,--,3.47,0.17,"9,218,000.00"
PNC BANK NATIONAL ASSOCIATION,Fixed Income,0.09,100.15,"9,176,587.40","9,176,587.40",Banca,BF2JH86,US69353RFD52,3.04,19-may-2020,2.91,--,2.91,0.18,"9,145,000.00"
ROYAL BANK OF CANADA MTN,Fixed Income,0.09,100.07,"9,176,907.30","9,176,907.30",Banca,BF6SRG7,US78012K5K94,2.87,29-ago-2019,2.74,--,2.74,0.21,"9,160,000.00"
GENERAL MOTORS FINANCIAL CO INC,Fixed Income,0.09,100.13,"9,008,398.92","9,008,398.92",Consumo cíclico,BD8BSJ0,US37045XBH89,4.15,09-may-2019,3.31,--,3.31,0.15,"8,965,000.00"
ROYAL BANK OF CANADA MTN,Fixed Income,0.09,99.16,"8,968,344.49","8,968,344.49",Banca,--,US78013XW618,3.46,05-oct-2023,3.54,--,3.54,0.05,"8,987,000.00"
WESTPAC BANKING CORP,Fixed Income,0.08,100.98,"8,888,547.22","8,888,547.22",Banca,BZ4C1W5,US961214DB66,3.53,19-ago-2021,3.12,--,3.12,0.19,"8,783,000.00"
COMMONWEALTH BANK OF AUSTRALIA 144A,Fixed Income,0.08,100.36,"8,884,826.29","8,884,826.29",Banca,BYXBQ87,US2027A0JL44,3.30,10-mar-2022,3.24,--,3.24,0.25,"8,850,000.00"
CREDIT SUISSE GROUP AG 144A,Fixed Income,0.08,99.04,"8,885,530.82","8,885,530.82",Banca,--,US225401AH17,3.84,12-jun-2024,4.13,--,4.13,0.23,"8,970,000.00"
BANK OF NEW YORK MELLON CORP/THE MTN,Fixed Income,0.08,100.17,"8,856,855.40","8,856,855.40",Banca,BF6SRH8,US06406HCY36,3.08,11-sep-2019,2.80,--,2.80,0.24,"8,840,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.08,96.33,"8,800,378.79","8,800,378.79",Consumo cíclico,BD1QZK2,US345397YJ68,4.08,28-mar-2022,5.30,--,5.30,0.00,"9,055,000.00"
NEW YORK LIFE GLOBAL FUNDING 144A,Fixed Income,0.08,100.20,"8,774,037.44","8,774,037.44",Seguro,BG0R1L0,US64952WCZ41,3.05,06-ago-2021,2.91,--,2.91,0.15,"8,730,000.00"
AMERICAN EXPRESS CREDIT CORPORATIO MTN,Fixed Income,0.08,100.30,"8,674,966.64","8,674,966.64",Banca,BF03XB5,US0258M0EH84,3.32,03-mar-2022,3.26,--,3.26,0.23,"8,641,000.00"
TYSON FOODS INC,Fixed Income,0.08,99.95,"8,654,455.12","8,654,455.12",Consumo no cíclico,BYZ6KG6,US902494BB89,3.17,02-jun-2020,3.27,--,3.27,0.22,"8,650,000.00"
PNC BANK NATIONAL ASSOCIATION,Fixed Income,0.08,99.83,"8,622,236.02","8,622,236.02",Banca,--,US69353RFK95,3.01,22-ene-2021,3.02,--,3.02,0.11,"8,600,000.00"
UNITED TECHNOLOGIES CORPORATION,Fixed Income,0.08,100.04,"8,616,740.54","8,616,740.54",Bienes de Capital,BF8QNQ1,US913017CZ02,3.33,16-ago-2021,3.31,--,3.25,0.17,"8,595,000.00"
MITSUBISHI UFJ FINANCIAL GROUP INC,Fixed Income,0.08,102.45,"8,562,948.15","8,562,948.15",Banca,BDCPN37,US606822AB07,4.51,01-mar-2021,3.28,--,3.28,0.24,"8,345,000.00"
AUSTRALIA & NEW ZEALAND BANKING GR 144A,Fixed Income,0.08,101.01,"8,559,596.99","8,559,596.99",Banca,BYVQ468,US05252ACR05,3.52,23-nov-2021,3.16,--,3.16,0.21,"8,460,000.00"
WELLS FARGO & COMPANY,Fixed Income,0.08,101.56,"8,500,696.14","8,500,696.14",Banca,BYX22Y8,US949746SJ14,3.97,31-oct-2023,3.55,--,3.46,0.16,"8,332,000.00"
MACQUARIE BANK LTD MTN 144A,Fixed Income,0.08,100.99,"8,472,427.64","8,472,427.64",Banca,BYWZNQ7,US55608PAR55,3.87,29-jul-2020,3.07,--,3.07,0.13,"8,350,000.00"
RECKITT BENCKISER TREASURY SERVICE 144A,Fixed Income,0.08,98.91,"8,466,537.03","8,466,537.03",Consumo no cíclico,BF1XMK6,US75625QAF63,3.38,24-jun-2022,3.59,--,3.59,0.02,"8,495,000.00"
WAL-MART STORES INC,Fixed Income,0.08,99.97,"8,343,358.91","8,343,358.91",Consumo cíclico,BZ1H2V9,US931142DX86,2.77,09-oct-2019,2.71,--,2.71,0.07,"8,305,000.00"
VERIZON COMMUNICATIONS INC,Fixed Income,0.08,100.10,"8,317,194.62","8,317,194.62",Comunicaciones,BD08NG1,US92343VDE11,3.05,15-ago-2019,2.82,--,2.82,0.17,"8,290,000.00"
BANQUE FEDERATIVE DU CREDIT MUTUEL MTN 144A,Fixed Income,0.08,99.98,"8,269,385.35","8,269,385.35",Banca,--,US06675FAN78,3.49,20-jul-2022,3.42,--,3.42,0.11,"8,230,000.00"
TENCENT HOLDINGS LTD MTN RegS,Fixed Income,0.08,99.23,"8,136,078.96","8,136,078.96",Tecnologia,BYVW1M1,US88032XAJ37,3.37,19-ene-2023,3.50,--,3.50,0.10,"8,160,000.00"
EXPORT-IMPORT BANK OF KOREA,Fixed Income,0.08,101.02,"8,074,303.67","8,074,303.67",Propiedad sin garantía,BF7M081,US302154CN70,3.66,01-nov-2022,3.31,--,3.31,0.15,"7,960,000.00"
CHEVRON CORP,Fixed Income,0.08,100.53,"8,022,350.94","8,022,350.94",Energía,BF07Y36,US166764BM16,3.10,03-mar-2022,2.96,--,2.96,0.23,"7,973,000.00"
GENERAL MOTORS FINANCIAL CO INC,Fixed Income,0.08,98.83,"8,021,513.13","8,021,513.13",Consumo cíclico,BDG19N3,US37045XCC83,3.27,06-nov-2020,3.98,--,3.98,0.14,"8,090,000.00"
SOUTHERN COMPANY (THE) 144A,Fixed Income,0.08,99.56,"8,016,453.03","8,016,453.03",Eléctrico,--,US842587DA27,3.50,30-sep-2020,3.69,--,3.69,0.05,"7,995,000.00"
MUFG UNION BANK NA,Fixed Income,0.08,99.98,"8,003,468.09","8,003,468.09",Banca,--,US90520EAJ01,3.21,07-mar-2022,3.28,--,3.28,0.23,"8,000,000.00"
