14-mar-2019,,,,,,,,,,,,,,,
iShares Core U.S. Aggregate Bond ETF,,,,,,,,,,,,,,,
Inception Date,22-sep-2003,,,,,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,,,,,
Total Net Assets,"USD 58,433,398,759.14",,,,,,,,,,,,,,
Number of Securities,"7,203.00",,,,,,,,,,,,,,
Share,"543,200,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Nombre,Clase de activo,Peso (%),Precio,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Cupón (%),Plazo,YTM (%),Yield to Call (%),Yield to Worst (%),Duración,Par Value
ONCOR ELECTRIC DELIVERY COMPANY LL,Fixed Income,0.00,97.03,"641,960.22","641,960.22",Servicio,BGJWTV2,US68233JBD54,3.80,30-sep-2047,3.97,--,3.97,16.61,"650,000.00"
UNITED PARCEL SERVICE INC,Fixed Income,0.00,91.33,"641,522.80","641,522.80",Industrial,B6Y3NC9,US911312AR75,3.63,01-oct-2042,4.21,--,4.21,15.00,"690,000.00"
AEP TRANSMISSION COMPANY LLC,Fixed Income,0.00,94.81,"642,395.44","642,395.44",Servicio,BG88DM0,US00115AAH23,3.75,01-dic-2047,4.06,--,4.06,16.73,"670,000.00"
PPG INDUSTRIES INC,Fixed Income,0.00,100.57,"643,596.16","643,596.16",Industrial,BDGS8N7,US693506BN60,3.20,15-mar-2023,3.05,--,3.05,3.65,"630,000.00"
BANK OF AMERICA CORP MTN,Fixed Income,0.00,104.15,"640,250.66","640,250.66",Insituciones Financieras,B4XZ504,US06051GEH83,5.00,13-may-2021,3.00,--,3.00,2.02,"605,000.00"
WESTPAC BANKING CORP,Fixed Income,0.00,98.55,"643,670.62","643,670.62",Insituciones Financieras,BFNV4M4,US961214DS91,2.75,11-ene-2023,3.16,--,3.16,3.60,"650,000.00"
WESTERN UNION CO,Fixed Income,0.00,99.68,"642,048.15","642,048.15",Industrial,B692DB0,US959802AM19,6.20,21-jun-2040,6.23,--,6.23,11.63,"635,000.00"
OWENS CORNING,Fixed Income,0.00,92.82,"642,334.03","642,334.03",Industrial,BD4G3W7,US690742AF87,3.40,15-ago-2026,4.55,--,4.55,6.45,"690,000.00"
MARTIN MARIETTA MATERIALS INC,Fixed Income,0.00,94.59,"644,223.24","644,223.24",Industrial,BDZZHM1,US573284AQ94,3.45,01-jun-2027,4.24,--,4.24,6.93,"674,000.00"
ENTERPRISE PRODUCTS OPERATING L.P.,Fixed Income,0.00,123.85,"639,111.21","639,111.21",Industrial,2829429,US293791AF64,6.88,01-mar-2033,4.55,--,4.55,9.54,"515,000.00"
JOHN DEERE CAPITAL CORP MTN,Fixed Income,0.00,99.18,"633,044.20","633,044.20",Industrial,BFMKN81,US24422EUA53,2.70,06-ene-2023,2.93,--,2.93,3.59,"635,000.00"
ENTERGY LOUISIANA LLC,Fixed Income,0.00,103.41,"635,755.72","635,755.72",Servicio,BSPPWR6,US29364WAV00,4.95,15-ene-2045,4.72,--,4.28,8.43,"610,000.00"
ONCOR ELECTRIC DELIVERY COMPANY LL,Fixed Income,0.00,118.13,"633,700.27","633,700.27",Servicio,--,US68233JBK97,5.75,15-mar-2029,3.58,--,3.54,7.61,"529,000.00"
UNITEDHEALTH GROUP INC,Fixed Income,0.00,120.22,"633,979.88","633,979.88",Insituciones Financieras,B108F38,US91324PAR38,5.80,15-mar-2036,4.13,--,4.13,11.13,"515,000.00"
APPALACHIAN POWER CO,Fixed Income,0.00,120.62,"636,074.37","636,074.37",Servicio,B2425R7,US037735CK16,6.70,15-ago-2037,4.98,--,4.98,11.28,"525,000.00"
INDIANA UNIVERSITY HEALTH,Fixed Income,0.00,100.36,"636,385.59","636,385.59",Industrial,BFZPKG0,US455170AA81,3.97,01-nov-2048,3.95,--,3.95,16.84,"625,000.00"
UNUM GROUP,Fixed Income,0.00,100.44,"635,090.11","635,090.11",Insituciones Financieras,BLRLV09,US91529YAK29,4.00,15-mar-2024,3.90,--,3.90,4.44,"620,000.00"
CHOICE HOTELS INTERNATIONAL INC,Fixed Income,0.00,105.06,"637,331.83","637,331.83",Industrial,B835WV2,US169905AE60,5.75,01-jul-2022,4.09,--,4.09,2.99,"600,000.00"
COMMONWEALTH EDISON COMPANY,Fixed Income,0.00,95.21,"630,068.11","630,068.11",Servicio,B8HTPB1,US202795JA91,3.80,01-oct-2042,4.12,--,4.12,14.84,"650,000.00"
BRANCH BANKING AND TRUST COMPANY MTN,Fixed Income,0.00,99.86,"632,183.85","632,183.85",Insituciones Financieras,BK74GN9,US07330NAJ46,2.85,01-abr-2021,2.92,--,2.92,1.92,"625,000.00"
KIMBERLY-CLARK CORP,Fixed Income,0.00,96.73,"632,243.05","632,243.05",Industrial,BW1YZ09,US494368BQ59,2.65,01-mar-2025,3.26,--,3.26,5.48,"653,000.00"
MASTERCARD INC,Fixed Income,0.00,101.77,"627,093.97","627,093.97",Industrial,BF2J247,US57636QAK04,3.95,26-feb-2048,3.85,--,3.85,16.98,"615,000.00"
METLIFE INC,Fixed Income,0.00,100.25,"631,284.58","631,284.58",Insituciones Financieras,B8BYLX6,US59156RBF47,3.05,15-dic-2022,2.98,--,2.98,3.50,"625,000.00"
ECOLAB INC,Fixed Income,0.00,98.41,"630,808.12","630,808.12",Industrial,BYX31L1,US278865BD18,3.25,01-dic-2027,3.46,--,3.46,7.41,"635,000.00"
PRESIDENT AND FELLOWS OF HARVARD C,Fixed Income,0.00,90.33,"631,416.19","631,416.19",Industrial,BYWY9T9,US740816AM58,3.15,15-jul-2046,3.72,--,3.72,17.36,"695,000.00"
AIR LEASE CORPORATION,Fixed Income,0.00,95.18,"627,063.22","627,063.22",Insituciones Financieras,BF5RD67,US00912XBA19,3.25,01-mar-2025,4.17,--,4.17,5.35,"658,000.00"
VENTAS REALTY LP / VENTAS CAPITAL,Fixed Income,0.00,99.65,"628,441.91","628,441.91",Insituciones Financieras,B9G6WY2,US92276MBB00,2.70,01-abr-2020,3.04,--,3.04,0.97,"623,000.00"
JOHNSON CONTROLS INTERNATIONAL PLC,Fixed Income,0.00,102.45,"631,314.31","631,314.31",Industrial,BDG08T9,US478375AJ79,5.70,01-mar-2041,5.51,--,5.51,12.58,"615,000.00"
VULCAN MATERIALS COMPANY,Fixed Income,0.00,89.83,"629,970.06","629,970.06",Industrial,BH3Q4W3,US929160AY55,4.70,01-mar-2048,5.40,--,5.40,14.83,"700,000.00"
CENTERPOINT ENERGY HOUSTON ELECTRI,Fixed Income,0.00,93.40,"621,692.98","621,692.98",Servicio,BYXYJR6,US15189XAQ16,2.40,01-sep-2026,3.41,--,3.41,6.72,"665,000.00"
AMERIPRISE FINANCIAL INC,Fixed Income,0.00,99.97,"624,800.00","624,800.00",Insituciones Financieras,--,US03076CAJ53,3.00,22-mar-2022,2.99,--,2.99,2.88,"625,000.00"
WELLS FARGO BANK NA,Fixed Income,0.00,117.73,"621,735.19","621,735.19",Insituciones Financieras,B1PB082,US92976GAG64,5.85,01-feb-2037,4.41,--,4.41,11.59,"525,000.00"
AFLAC INC,Fixed Income,0.00,103.06,"623,707.08","623,707.08",Insituciones Financieras,BBDY113,US001055AL64,3.63,15-jun-2023,2.86,--,2.86,3.91,"600,000.00"
JOHNSON & JOHNSON,Fixed Income,0.00,109.21,"621,825.06","621,825.06",Industrial,BH7HX69,US478160BK90,4.50,05-dic-2043,3.91,--,3.91,14.95,"563,000.00"
CENTERPOINT ENERGY INC,Fixed Income,0.00,101.76,"621,822.50","621,822.50",Servicio,--,US15189TAV98,4.25,01-nov-2028,4.03,--,4.02,7.70,"600,000.00"
VALERO ENERGY PARTNERS LP,Fixed Income,0.00,101.96,"625,173.00","625,173.00",Industrial,BG33JS8,US91914JAB89,4.50,15-mar-2028,4.24,--,4.23,7.18,"600,000.00"
TRINITY ACQUISITION PLC,Fixed Income,0.00,102.23,"621,297.68","621,297.68",Insituciones Financieras,BDFXRH0,US89641UAC53,4.40,15-mar-2026,4.03,--,4.02,5.82,"595,000.00"
WATSON PHARMACEUTICALS INC,Fixed Income,0.00,90.75,"626,663.91","626,663.91",Industrial,B8C3CT5,US942683AH65,4.63,01-oct-2042,5.32,--,5.32,13.39,"675,000.00"
RYDER SYSTEM INC MTN,Fixed Income,0.00,100.65,"626,035.60","626,035.60",Industrial,BYXFFL5,US78355HKB41,3.45,15-nov-2021,3.19,--,3.19,2.47,"615,000.00"
WALT DISNEY CO,Fixed Income,0.00,91.62,"619,974.75","619,974.75",Industrial,BDGT863,US25468PDM59,1.85,30-jul-2026,3.13,--,3.13,6.80,"675,000.00"
DEERE & CO,Fixed Income,0.00,117.19,"620,894.16","620,894.16",Industrial,B544DL4,US244199BD66,5.38,16-oct-2029,3.43,--,3.43,8.15,"520,000.00"
ANTHEM INC,Fixed Income,0.00,99.22,"619,998.28","619,998.28",Insituciones Financieras,BFMC2L3,US036752AE32,2.50,21-nov-2020,2.98,--,2.98,1.64,"620,000.00"
GLAXOSMITHKLINE CAPITAL INC,Fixed Income,0.00,116.76,"618,720.19","618,720.19",Industrial,B00LW39,US377372AB33,5.38,15-abr-2034,3.90,--,3.90,10.53,"520,000.00"
COSTCO WHOLESALE CORPORATION,Fixed Income,0.00,99.67,"618,401.63","618,401.63",Industrial,BDFVGP5,US22160KAL98,2.75,18-may-2024,2.82,--,2.82,4.71,"615,000.00"
JAPAN BANK FOR INTERNATIONAL COOP,Fixed Income,0.00,102.28,"616,173.00","616,173.00",Agencia,BCKFJB2,US471048AG33,3.38,31-jul-2023,2.82,--,2.82,4.05,"600,000.00"
FH 5/1 12M LIBOR ARM,Fixed Income,0.00,104.39,"620,544.69","620,544.69",Hipotecas Respaldadas por Activos,--,US3128UGB632,4.65,01-nov-2040,3.34,--,3.34,0.32,"593,476.00"
KAISER FOUNDATION HOSPITALS,Fixed Income,0.00,101.84,"620,530.33","620,530.33",Industrial,B7DCCM7,US48305QAA13,3.50,01-abr-2022,2.87,--,2.87,2.84,"600,000.00"
GATX CORP,Fixed Income,0.00,103.36,"619,916.90","619,916.90",Insituciones Financieras,B82XNX6,US361448AN33,4.75,15-jun-2022,3.64,--,3.64,2.99,"593,000.00"
BARCLAYS PLC (FXD-TO-FRN),Fixed Income,0.00,101.54,"618,395.17","618,395.17",Insituciones Financieras,BGPMCS4,US06738EBE41,4.61,15-feb-2023,4.03,--,4.03,2.73,"600,000.00"
RYDER SYSTEM INC MTN,Fixed Income,0.00,98.02,"616,069.57","616,069.57",Industrial,BDS66Z7,US78355HKC24,2.25,01-sep-2021,3.09,--,3.09,2.37,"628,000.00"
SOUTHERN POWER COMPANY,Fixed Income,0.00,99.27,"619,655.99","619,655.99",Servicio,BXTSMG5,US843646AL40,2.38,01-jun-2020,2.99,--,2.99,1.18,"620,000.00"
BOSTON SCIENTIFIC CORPORATION,Fixed Income,0.00,126.80,"619,746.67","619,746.67",Industrial,B0Q4ZC2,US101137AE71,7.00,15-nov-2035,4.67,--,4.67,10.48,"480,000.00"
ARCHER-DANIELS-MIDLAND CO,Fixed Income,0.00,104.88,"613,071.80","613,071.80",Industrial,B7F2JD5,US039483BE15,4.54,26-mar-2042,4.20,--,4.20,14.11,"573,000.00"
PRAXAIR INC,Fixed Income,0.00,100.55,"613,991.49","613,991.49",Industrial,B6YVL18,US74005PAZ71,3.00,01-sep-2021,2.77,--,2.77,2.37,"610,000.00"
MITSUBISHI UFJ FINANCIAL GROUP INC,Fixed Income,0.00,100.88,"613,151.37","613,151.37",Insituciones Financieras,BFLTC59,US606822AW44,3.54,26-jul-2021,3.15,--,3.15,2.25,"605,000.00"
COMCAST CORPORATION,Fixed Income,0.00,101.59,"613,538.71","613,538.71",Industrial,--,US20030NCQ25,3.45,01-oct-2021,2.80,--,2.80,2.40,"595,000.00"
DOWDUPONT INC,Fixed Income,0.00,101.38,"614,927.27","614,927.27",Industrial,BGT0Q15,US26078JAA88,3.77,15-nov-2020,2.91,--,2.91,1.60,"600,000.00"
VALERO ENERGY PARTNERS LP,Fixed Income,0.00,102.10,"609,820.97","609,820.97",Industrial,BD4G3C7,US91914JAA07,4.38,15-dic-2026,4.06,--,4.05,6.43,"591,000.00"
MAGELLAN MIDSTREAM PARTNERS LP,Fixed Income,0.00,93.87,"609,499.63","609,499.63",Industrial,BYY5Z58,US559080AL03,4.25,15-sep-2046,4.65,--,4.65,15.23,"635,000.00"
CSX CORP,Fixed Income,0.00,118.48,"609,803.07","609,803.07",Industrial,B1W8K53,US126408GK35,6.15,01-may-2037,4.63,--,4.63,11.33,"505,000.00"
MICRON TECHNOLOGY INC,Fixed Income,0.00,101.19,"610,078.67","610,078.67",Industrial,BJH7G20,US595112BL65,4.64,06-feb-2024,4.37,--,4.36,4.34,"600,000.00"
WESTAR ENERGY INC,Fixed Income,0.00,99.43,"604,426.07","604,426.07",Servicio,B744PD4,US95709TAH32,4.13,01-mar-2042,4.16,--,4.16,14.58,"607,000.00"
SWISS RE SOLUTIONS HOLDING COR,Fixed Income,0.00,118.23,"605,843.73","605,843.73",Insituciones Financieras,2435644,US36158FAA84,7.00,15-feb-2026,3.96,--,3.96,5.64,"510,000.00"
ONCOR ELECTRIC DELIVERY COMPANY LL,Fixed Income,0.00,101.84,"603,698.22","603,698.22",Servicio,--,US68233JBG85,4.10,15-nov-2048,3.99,--,3.99,16.71,"585,000.00"
ORIX CORPORATION,Fixed Income,0.00,98.61,"608,247.50","608,247.50",Insituciones Financieras,BDFCG81,US686330AH40,2.90,18-jul-2022,3.34,--,3.34,3.16,"614,000.00"
REALTY INCOME CORPORATION,Fixed Income,0.00,105.45,"608,861.42","608,861.42",Insituciones Financieras,BYPZN53,US756109AT12,4.65,15-mar-2047,4.31,--,4.31,15.37,"565,000.00"
ARCH CAPITAL FINANCE LLC,Fixed Income,0.00,102.13,"606,378.58","606,378.58",Insituciones Financieras,BDDW8L0,US03939CAA18,4.01,15-dic-2026,3.69,--,3.68,6.52,"588,000.00"
FEDEX CORP,Fixed Income,0.00,86.14,"606,240.93","606,240.93",Industrial,B8DMKV9,US31428XAT37,3.88,01-ago-2042,4.87,--,4.87,14.48,"700,000.00"
THERMO FISHER SCIENTIFIC INC,Fixed Income,0.00,100.75,"606,065.00","606,065.00",Industrial,BSL17L7,US883556BH49,3.30,15-feb-2022,3.03,--,3.03,2.77,"600,000.00"
NORFOLK SOUTHERN CORPORATION,Fixed Income,0.00,93.68,"607,299.76","607,299.76",Industrial,BGDLQC5,US655844BV94,4.05,15-ago-2052,4.41,--,4.41,17.33,"646,000.00"
LOCKHEED MARTIN CORP,Fixed Income,0.00,119.32,"604,792.78","604,792.78",Industrial,B3TZ8G8,US539830AW96,5.72,01-jun-2040,4.32,--,4.32,12.85,"500,000.00"
RYDER SYSTEM INC MTN,Fixed Income,0.00,97.13,"607,645.49","607,645.49",Industrial,BF7TY13,US78355HKF54,2.50,01-sep-2022,3.38,--,3.38,3.28,"625,000.00"
PNC FINANCIAL SERVICES GROUP INC ( MTN,Fixed Income,0.00,99.61,"599,938.67","599,938.67",Insituciones Financieras,BYT3F80,US69353RES31,2.60,21-jul-2020,2.90,--,2.90,1.29,"600,000.00"
DANAHER CORPORATION,Fixed Income,0.00,99.30,"602,954.00","602,954.00",Industrial,BYPHH13,US235851AP78,2.40,15-sep-2020,2.88,--,2.88,1.44,"600,000.00"
CONSOLIDATED EDISON COMPANY OF NEW,Fixed Income,0.00,116.85,"598,808.75","598,808.75",Servicio,B11B5N6,US209111EL38,5.85,15-mar-2036,4.43,--,4.43,11.00,"500,000.00"
CITIZENS BANK NA/ PROVIDENCE RI,Fixed Income,0.00,99.03,"603,154.75","603,154.75",Insituciones Financieras,BF2MM57,US17401QAJ04,2.20,26-may-2020,3.02,--,3.02,1.17,"605,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.00,102.21,"599,113.90","599,113.90",Industrial,B62XSW6,US89233P4C77,4.50,17-jun-2020,2.70,--,2.70,1.21,"580,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.00,97.06,"599,765.25","599,765.25",Industrial,BCVYH69,US345397WK59,4.38,06-ago-2023,5.13,--,5.13,3.98,"615,000.00"
BANK ONE CORPORATION,Fixed Income,0.00,120.31,"599,370.36","599,370.36",Insituciones Financieras,B00GF80,US059438AG67,7.75,15-jul-2025,4.08,--,4.08,5.13,"493,000.00"
CANADIAN PACIFIC RAILWAY CO,Fixed Income,0.00,99.87,"601,900.47","601,900.47",Industrial,BYXJDY6,US13645RAT14,3.70,01-feb-2026,3.72,--,3.72,5.96,"600,000.00"
AGILENT TECHNOLOGIES INC,Fixed Income,0.00,102.44,"597,883.76","597,883.76",Industrial,B4JZ3R1,US00846UAG67,5.00,15-jul-2020,3.12,--,3.12,1.29,"579,000.00"
SAN DIEGO GAS AND ELECTRIC COM,Fixed Income,0.00,116.93,"593,208.33","593,208.33",Servicio,B4MDCW0,US797440BK95,6.00,01-jun-2039,4.69,--,4.69,12.18,"500,000.00"
TRAVELERS COMPANIES INC,Fixed Income,0.00,98.94,"594,100.50","594,100.50",Insituciones Financieras,BFN8M76,US89417EAN94,4.05,07-mar-2048,4.11,--,4.11,16.65,"600,000.00"
DIGNITY HEALTH,Fixed Income,0.00,100.61,"594,812.41","594,812.41",Industrial,BYQ7PN0,US254010AE13,5.27,01-nov-2064,5.23,--,5.23,16.49,"580,000.00"
GILEAD SCIENCES INC,Fixed Income,0.00,97.96,"593,204.18","593,204.18",Industrial,BYND5P3,US375558BL63,2.50,01-sep-2023,2.99,--,2.99,4.15,"605,000.00"
AMGEN INC,Fixed Income,0.00,100.96,"593,430.19","593,430.19",Industrial,B641Q46,US031162BE93,4.95,01-oct-2041,4.88,--,4.88,13.25,"575,000.00"
TYCO ELECTRONICS GROUP SA,Fixed Income,0.00,99.89,"596,767.65","596,767.65",Industrial,BPNNZ72,US902133AR89,3.45,01-ago-2024,3.47,--,3.47,4.79,"595,000.00"
NORTHWELL HEALTHCARE INC,Fixed Income,0.00,92.15,"594,506.17","594,506.17",Industrial,BD8BW10,US667274AA29,3.98,01-nov-2046,4.48,--,4.48,15.69,"635,000.00"
KEURIG DR PEPPER INC 144A,Fixed Income,0.00,97.89,"596,390.08","596,390.08",Industrial,BFM2HD0,US565122AE82,4.99,25-may-2038,5.16,--,5.16,11.98,"600,000.00"
INTERNATIONAL PAPER COMPANY,Fixed Income,0.00,135.98,"596,717.42","596,717.42",Industrial,B39NZP0,US460146CC54,8.70,15-jun-2038,5.62,--,5.62,10.60,"432,000.00"
UDR INC MTN,Fixed Income,0.00,96.68,"593,234.83","593,234.83",Insituciones Financieras,BFD9PG9,US90265EAN04,3.50,15-ene-2028,3.95,--,3.95,7.46,"610,000.00"
TAMPA ELECTRIC CO,Fixed Income,0.00,96.61,"596,455.82","596,455.82",Servicio,B8G1GS2,US875127BA91,4.10,15-jun-2042,4.33,--,4.33,14.47,"611,000.00"
SYNCHRONY FINANCIAL,Fixed Income,0.00,92.52,"594,697.43","594,697.43",Insituciones Financieras,BFNN1S5,US87165BAM54,3.95,01-dic-2027,5.02,--,5.02,7.18,"635,000.00"
MIDAMERICAN ENERGY CO,Fixed Income,0.00,110.64,"587,754.27","587,754.27",Servicio,BDWGXK7,US595620AL95,4.80,15-sep-2043,4.11,--,4.10,14.39,"520,000.00"
UNILEVER CAPITAL CORP,Fixed Income,0.00,99.90,"586,631.50","586,631.50",Industrial,BYW41K4,US904764AS64,3.10,30-jul-2025,3.12,--,3.12,5.74,"585,000.00"
CONSOLIDATED EDISON CO OF NEW YORK,Fixed Income,0.00,117.01,"586,150.12","586,150.12",Servicio,B5M23K9,US209111FA63,5.70,15-jun-2040,4.45,--,4.45,12.82,"495,000.00"
AMERICAN AIRLINES 2016-1 CLASS AA,Fixed Income,0.00,98.28,"587,697.08","587,697.08",Industrial,BYW8L62,US02376UAA34,3.58,15-jul-2029,3.84,--,3.84,6.38,"594,421.00"
TVA,Fixed Income,0.00,97.71,"587,142.25","587,142.25",Agencia,B8K4QF4,US880591EN82,1.88,15-ago-2022,2.58,--,2.58,3.28,"600,000.00"
CUBESMART LP,Fixed Income,0.00,102.46,"590,209.90","590,209.90",Insituciones Financieras,BH6Y491,US22966RAB24,4.38,15-dic-2023,3.80,--,3.77,4.13,"570,000.00"
XYLEM INC (INDIANA),Fixed Income,0.00,104.03,"591,752.85","591,752.85",Industrial,B8GGPG8,US98419MAB63,4.88,01-oct-2021,3.21,--,3.21,2.35,"557,000.00"
WILLIS NORTH AMERICA INC,Fixed Income,0.00,99.38,"586,264.89","586,264.89",Insituciones Financieras,--,US970648AH45,5.05,15-sep-2048,5.09,--,5.09,14.66,"575,000.00"
BECTON DICKINSON AND COMPANY,Fixed Income,0.00,109.81,"586,937.67","586,937.67",Industrial,B4S9RF0,US075887AV11,6.00,15-may-2039,5.21,--,5.21,11.87,"525,000.00"
NISOURCE INC,Fixed Income,0.00,116.65,"590,965.19","590,965.19",Servicio,B4MHG20,US65473QAW33,6.25,15-dic-2040,4.99,--,4.99,12.44,"500,000.00"
VERIZON COMMUNICATIONS INC,Fixed Income,0.00,98.33,"587,495.70","587,495.70",Industrial,B3W62Q6,US92343VBJ26,2.45,01-nov-2022,2.94,--,2.94,3.35,"592,000.00"
WELLTOWER INC,Fixed Income,0.00,100.76,"591,171.83","591,171.83",Insituciones Financieras,--,US95040QAG91,3.63,15-mar-2024,3.46,--,3.45,4.52,"585,000.00"
ENERGY TRANSFER PARTNERS LP,Fixed Income,0.00,102.99,"586,426.24","586,426.24",Industrial,B4LTG94,US29273RAP47,6.05,01-jun-2041,5.81,--,5.81,12.08,"560,000.00"
BOEING CO,Fixed Income,0.00,90.31,"583,260.39","583,260.39",Industrial,BVZ6WJ2,US097023BK04,3.30,01-mar-2035,4.14,--,4.14,12.01,"645,000.00"
BALTIMORE GAS AND ELECTRIC CO,Fixed Income,0.00,100.87,"583,897.01","583,897.01",Servicio,BBKCR34,US059165EF30,3.35,01-jul-2023,3.13,--,3.12,3.86,"575,000.00"
BALTIMORE GAS AND ELECTRIC CO,Fixed Income,0.00,93.20,"584,400.52","584,400.52",Servicio,BD3CWY1,US059165EJ51,3.75,15-ago-2047,4.16,--,4.16,16.68,"625,000.00"
CHILE REPUBLIC OF (GOVERNMENT),Fixed Income,0.00,96.17,"585,097.83","585,097.83",Soberano,B8HXW89,US168863BP27,3.63,30-oct-2042,3.87,--,3.87,15.32,"600,000.00"
BAXTER INTERNATIONAL INC,Fixed Income,0.00,115.11,"584,505.97","584,505.97",Industrial,B29TLS6,US071813AX74,6.25,01-dic-2037,5.00,--,5.00,11.41,"500,000.00"
UNION PACIFIC CORPORATION,Fixed Income,0.00,91.10,"585,194.40","585,194.40",Industrial,BYWJV98,US907818EQ79,3.60,15-sep-2037,4.30,--,4.30,12.81,"630,000.00"
CVS CAREMARK CORP,Fixed Income,0.00,111.96,"580,777.70","580,777.70",Industrial,B40V237,US126650BR04,6.13,15-sep-2039,5.17,--,5.17,11.84,"505,000.00"
UNUM GROUP,Fixed Income,0.00,99.55,"583,159.07","583,159.07",Insituciones Financieras,BD8BSD4,US91529YAM84,3.00,15-may-2021,3.21,--,3.21,2.05,"580,000.00"
UDR INC MTN,Fixed Income,0.00,103.31,"581,810.13","581,810.13",Insituciones Financieras,BF1BCP5,US90265EAP51,4.40,26-ene-2029,3.99,--,3.98,7.91,"560,000.00"
PLAINS ALL AMERICAN PIPELINE LP,Fixed Income,0.00,83.59,"580,383.53","580,383.53",Industrial,B92Y2L7,US72650RBC51,4.30,31-ene-2043,5.55,--,5.55,13.78,"690,000.00"
PACCAR FINANCIAL CORP MTN,Fixed Income,0.00,99.99,"575,506.64","575,506.64",Industrial,BDGS8J3,US69371RN935,2.80,01-mar-2021,2.81,--,2.81,1.90,"575,000.00"
NUCOR CORP,Fixed Income,0.00,121.79,"574,852.12","574,852.12",Industrial,B29QQD7,US670346AH87,6.40,01-dic-2037,4.64,--,4.64,11.50,"465,000.00"
PATTERSON-UTI ENERGY INC.,Fixed Income,0.00,93.37,"577,127.10","577,127.10",Industrial,BGRR7M6,US703481AB79,3.95,01-feb-2028,4.88,--,4.88,7.35,"615,000.00"
AVERY DENNISON CORPORATION,Fixed Income,0.00,104.64,"579,612.60","579,612.60",Industrial,BGLBS32,US053611AJ82,4.88,06-dic-2028,4.29,--,4.27,7.62,"547,000.00"
MCDONALDS CORPORATION MTN,Fixed Income,0.00,100.94,"575,094.35","575,094.35",Industrial,BN80PS5,US58013MES98,3.25,10-jun-2024,3.05,--,3.05,4.77,"565,000.00"
UNITED TECHNOLOGIES CORPORATION,Fixed Income,0.00,120.48,"576,090.82","576,090.82",Industrial,2281687,US913017AT69,6.70,01-ago-2028,4.05,--,4.05,7.20,"475,000.00"
CANADIAN NATURAL RESOURCES LIMITED,Fixed Income,0.00,120.60,"576,674.94","576,674.94",Industrial,B2NNGB2,US136385AP65,6.75,01-feb-2039,5.09,--,5.09,11.69,"475,000.00"
HUMANA INC,Fixed Income,0.00,99.00,"577,790.52","577,790.52",Insituciones Financieras,BD9FMY4,US444859BH44,2.50,15-dic-2020,3.09,--,3.09,1.70,"580,000.00"
HOST HOTELS & RESORTS LP,Fixed Income,0.00,103.93,"575,339.85","575,339.85",Insituciones Financieras,B83MPQ9,US44107TAS50,5.25,15-mar-2022,3.85,--,3.73,2.52,"540,000.00"
OFFICE PROPERTIES INCOME TRUST,Fixed Income,0.00,100.22,"579,138.19","579,138.19",Insituciones Financieras,BVV2H77,US81618TAD28,4.15,01-feb-2022,4.07,--,4.06,2.63,"575,000.00"
CONSOLIDATED EDISON COMPANY OF NEW,Fixed Income,0.00,123.32,"569,597.30","569,597.30",Servicio,B3BRLR4,US209111ES80,6.30,15-ago-2037,4.43,--,4.43,11.64,"460,000.00"
PUGET SOUND ENERGY INC,Fixed Income,0.00,120.45,"573,495.67","573,495.67",Servicio,B64Y3G6,US745332CB04,5.79,15-mar-2040,4.31,--,4.31,12.62,"465,000.00"
RWJ BARNABAS HEALTH INC,Fixed Income,0.00,94.89,"574,144.62","574,144.62",Industrial,--,US78349AAB98,3.95,01-jul-2046,4.27,--,4.27,15.92,"600,000.00"
THOMSON REUTERS CORPORATION,Fixed Income,0.00,94.34,"572,678.17","572,678.17",Industrial,BD0N366,US884903BV64,3.35,15-may-2026,4.27,--,4.27,6.21,"600,000.00"
ROHM AND HAAS COMPANY,Fixed Income,0.00,126.02,"572,870.38","572,870.38",Industrial,2535812,US775371AU10,7.85,15-jul-2029,4.65,--,4.65,7.46,"450,000.00"
VULCAN MATERIALS COMPANY,Fixed Income,0.00,97.16,"572,797.95","572,797.95",Industrial,BYQ6J57,US929160AT60,3.90,01-abr-2027,4.32,--,4.32,6.69,"579,000.00"
ALEXANDRIA REAL ESTATE EQUITIES IN,Fixed Income,0.00,100.78,"569,407.00","569,407.00",Insituciones Financieras,--,US015271AQ26,4.85,15-abr-2049,4.79,--,4.79,15.61,"565,000.00"
GOLDCORP INC,Fixed Income,0.00,100.62,"568,823.34","568,823.34",Industrial,BNCBND5,US380956AF94,3.63,09-jun-2021,3.33,--,3.31,2.02,"560,000.00"
ROCKWELL COLLINS INC.,Fixed Income,0.00,98.74,"573,668.43","573,668.43",Industrial,B76RD04,US774341AC53,3.10,15-nov-2021,3.60,--,3.60,2.46,"575,000.00"
ACE INA HOLDINGS INC,Fixed Income,0.00,99.21,"565,248.29","565,248.29",Insituciones Financieras,BYSRKJ9,US00440EAT47,2.30,03-nov-2020,2.80,--,2.80,1.57,"565,000.00"
HSBC BANK USA MTN,Fixed Income,0.00,112.29,"563,715.62","563,715.62",Insituciones Financieras,B0GXF41,US4042Q1AB39,5.63,15-ago-2035,4.55,--,4.55,11.03,"500,000.00"
